CVE-2013-0160,CWE-200
CVE-2013-0190,CWE-20
CVE-2013-0216,CWE-20
CVE-2013-0217,CWE-399
CVE-2013-0228,CWE-189
CVE-2013-0231,CWE-119
CVE-2013-0268,CWE-264
CVE-2013-0290,CWE-20
CVE-2013-0309,CWE-119
CVE-2013-0310,CWE-119
CVE-2013-0311,"$The translate_desc function in drivers/vhost/vhost.c in the Linux kernel before 3.7 does not properly handle cross-region descriptors, which allows guest OS users to obtain host OS privileges by leveraging KVM guest OS privileges.$Per https://access.redhat.com/security/cve/CVE-2013-0311
""This issue did affect the version of Linux kernel as shipped with Red Hat Enterprise Linux 6.""$"
CVE-2013-0313,NVD-CWE-noinfo
CVE-2013-0343,NVD-CWE-noinfo
CVE-2013-0349,CWE-200
CVE-2013-0871,CWE-362
CVE-2013-0894,CWE-119
CVE-2013-0913,CWE-189
CVE-2013-0914,CWE-264
CVE-2013-1059,CWE-476
CVE-2013-1763,CWE-20
CVE-2013-1767,CWE-399
CVE-2013-1772,CWE-119
CVE-2013-1773,CWE-119
CVE-2013-1774,CWE-264
CVE-2013-1792,CWE-362
CVE-2013-1796,CWE-119
CVE-2013-1797,CWE-399
CVE-2013-1798,CWE-20
CVE-2013-1819,CWE-20
CVE-2013-1826,CWE-476
CVE-2013-1827,CWE-476
CVE-2013-1828,CWE-20
CVE-2013-1848,CWE-20
CVE-2013-1858,CWE-264
CVE-2013-1860,CWE-119
CVE-2013-1928,CWE-200
CVE-2013-1929,CWE-119
CVE-2013-1943,CWE-20
CVE-2013-1956,CWE-264
CVE-2013-1957,CWE-264
CVE-2013-1958,CWE-264
CVE-2013-1959,CWE-264
CVE-2013-1979,CWE-264
CVE-2013-2015,CWE-399
CVE-2013-2017,CWE-399
CVE-2013-2058,CWE-119
CVE-2013-2094,CWE-189
CVE-2013-2128,CWE-119
CVE-2013-2140,CWE-20
CVE-2013-2141,CWE-399
CVE-2013-2146,CWE-20
CVE-2013-2147,CWE-399
CVE-2013-2148,CWE-399
CVE-2013-2164,CWE-200
CVE-2013-2206,CWE-476
CVE-2013-2232,CWE-20
CVE-2013-2234,CWE-119
CVE-2013-2237,CWE-119
CVE-2013-2546,CWE-310
CVE-2013-2547,CWE-310
CVE-2013-2548,CWE-310
CVE-2013-2596,CWE-189
CVE-2013-2634,CWE-399
CVE-2013-2635,CWE-399
CVE-2013-2636,CWE-399
CVE-2013-2850,CWE-119
CVE-2013-2851,CWE-134
CVE-2013-2852,CWE-134
CVE-2013-2888,CWE-20
CVE-2013-2889,CWE-119
CVE-2013-2890,CWE-119
CVE-2013-2891,CWE-119
CVE-2013-2892,CWE-119
CVE-2013-2893,CWE-119
CVE-2013-2894,CWE-119
CVE-2013-2895,CWE-119
CVE-2013-2896,CWE-476
CVE-2013-2897,CWE-20
CVE-2013-2898,CWE-20
CVE-2013-2899,CWE-119
CVE-2013-2929,CWE-264
CVE-2013-2930,CWE-264
CVE-2013-3076,CWE-200
CVE-2013-3222,CWE-200
CVE-2013-3223,CWE-200
CVE-2013-3224,CWE-200
CVE-2013-3225,CWE-200
CVE-2013-3226,CWE-200
CVE-2013-3227,CWE-200
CVE-2013-3228,CWE-200
CVE-2013-3229,CWE-200
CVE-2013-3230,CWE-200
CVE-2013-3231,CWE-200
CVE-2013-3232,CWE-200
CVE-2013-3233,CWE-200
CVE-2013-3234,CWE-200
CVE-2013-3235,CWE-200
CVE-2013-3236,CWE-200
CVE-2013-3237,CWE-200
CVE-2013-3301,CWE-476
CVE-2013-3302,CWE-362
CVE-2013-4125,CWE-399
CVE-2013-4127,CWE-399
CVE-2013-4129,CWE-20
CVE-2013-4162,CWE-399
CVE-2013-4163,CWE-399
CVE-2013-4205,CWE-399
CVE-2013-4220,NVD-CWE-noinfo
CVE-2013-4247,CWE-189
CVE-2013-4254,CWE-20
CVE-2013-4270,CWE-20
CVE-2013-4299,CWE-264,CWE-200
CVE-2013-4300,CWE-264
CVE-2013-4312,CWE-119
CVE-2013-4343,CWE-399
CVE-2013-4345,CWE-189
CVE-2013-4348,CWE-399
CVE-2013-4350,CWE-310
CVE-2013-4387,CWE-119
CVE-2013-4470,CWE-264
CVE-2013-4483,CWE-189
CVE-2013-4511,CWE-189
CVE-2013-4512,CWE-119
CVE-2013-4513,CWE-119
CVE-2013-4514,CWE-119
CVE-2013-4515,CWE-200
CVE-2013-4516,CWE-200
CVE-2013-4563,CWE-189
CVE-2013-4579,CWE-310
CVE-2013-4587,CWE-20
CVE-2013-4588,CWE-119
CVE-2013-4591,CWE-119
CVE-2013-4592,CWE-399
CVE-2013-5634,CWE-399
CVE-2013-6282,CWE-20
CVE-2013-6335,CWE-264
CVE-2013-6367,CWE-189
CVE-2013-6368,CWE-20
CVE-2013-6376,CWE-189
CVE-2013-6378,CWE-189
CVE-2013-6380,CWE-20
CVE-2013-6381,CWE-119
CVE-2013-6382,CWE-119
CVE-2013-6383,CWE-264
CVE-2013-6431,CWE-264
CVE-2013-6432,CWE-476
CVE-2013-6763,CWE-119
CVE-2013-7026,CWE-362
CVE-2013-7027,CWE-119
CVE-2013-7263,CWE-20
CVE-2013-7264,CWE-20
CVE-2013-7265,CWE-20
CVE-2013-7266,CWE-20
CVE-2013-7267,CWE-20
CVE-2013-7268,CWE-20
CVE-2013-7269,CWE-20
CVE-2013-7270,CWE-20
CVE-2013-7271,CWE-20
CVE-2013-7281,CWE-200
CVE-2013-7339,CWE-399
CVE-2013-7348,CWE-399
CVE-2013-7421,CWE-264
CVE-2013-7445,CWE-399
CVE-2013-7446,CWE-416
