CVE-2015-0239,CWE-362
CVE-2015-0274,CWE-19
CVE-2015-0275,CWE-17
CVE-2015-0312,CWE-415
CVE-2015-0568,CWE-416
CVE-2015-0569,CWE-119
CVE-2015-0570,CWE-264
CVE-2015-0571,CWE-284
CVE-2015-0572,CWE-362
CVE-2015-0573,CWE-476
CVE-2015-0797,CWE-119
CVE-2015-1209,CWE-416
CVE-2015-1210,CWE-264
CVE-2015-1211,CWE-264
CVE-2015-1212,NVD-CWE-noinfo
CVE-2015-1328,CWE-264
CVE-2015-1333,CWE-119
CVE-2015-1339,CWE-399
CVE-2015-1350,CWE-264
CVE-2015-1420,CWE-362
CVE-2015-1421,CWE-416
CVE-2015-1465,CWE-17
CVE-2015-1573,CWE-19
CVE-2015-1593,CWE-264
CVE-2015-1805,CWE-17
CVE-2015-2041,CWE-17
CVE-2015-2042,CWE-17
CVE-2015-2150,CWE-264
CVE-2015-2666,CWE-119
CVE-2015-2672,CWE-20
CVE-2015-2686,CWE-264
CVE-2015-2830,CWE-264
CVE-2015-2877,CWE-200
CVE-2015-2922,CWE-17
CVE-2015-2925,CWE-254
CVE-2015-3212,CWE-362
CVE-2015-3214,CWE-119
CVE-2015-3288,CWE-20
CVE-2015-3290,CWE-264
CVE-2015-3291,CWE-17
CVE-2015-3331,CWE-119
CVE-2015-3332,CWE-399
CVE-2015-3339,CWE-362
CVE-2015-3636,CWE-416
CVE-2015-4001,CWE-189
CVE-2015-4002,CWE-119
CVE-2015-4003,CWE-189
CVE-2015-4004,CWE-119
CVE-2015-4036,CWE-119
CVE-2015-4167,CWE-189
CVE-2015-4170,CWE-362
CVE-2015-4176,CWE-200
CVE-2015-4177,CWE-476
CVE-2015-4178,CWE-476
CVE-2015-4692,CWE-476
CVE-2015-4700,CWE-17
CVE-2015-5156,CWE-119
CVE-2015-5157,CWE-264
CVE-2015-5257,CWE-476
CVE-2015-5283,CWE-119
CVE-2015-5307,CWE-399
CVE-2015-5327,CWE-125
CVE-2015-5364,CWE-399
CVE-2015-5366,CWE-399
CVE-2015-5697,CWE-200
CVE-2015-5706,CWE-416
CVE-2015-5707,CWE-189
CVE-2015-5738,CWE-200
CVE-2015-6252,CWE-399
CVE-2015-6526,CWE-399
CVE-2015-6937,CWE-476
CVE-2015-7312,CWE-362
CVE-2015-7509,CWE-20
CVE-2015-7513,CWE-369
CVE-2015-7515,CWE-476
CVE-2015-7550,CWE-362
CVE-2015-7566,CWE-476
CVE-2015-7613,CWE-362
CVE-2015-7799,CWE-476
CVE-2015-7872,CWE-20
CVE-2015-7884,CWE-200
CVE-2015-7885,CWE-200
CVE-2015-7990,CWE-362
CVE-2015-8019,CWE-20
CVE-2015-8104,CWE-399
CVE-2015-8215,CWE-20
CVE-2015-8324,CWE-476
CVE-2015-8374,CWE-200
CVE-2015-8539,CWE-264
CVE-2015-8543,CWE-476
CVE-2015-8551,CWE-476
CVE-2015-8569,CWE-200
CVE-2015-8575,CWE-200
CVE-2015-8660,CWE-264
CVE-2015-8709,CWE-264
CVE-2015-8746,CWE-476
CVE-2015-8767,CWE-362
CVE-2015-8785,CWE-399
CVE-2015-8787,CWE-476
CVE-2015-8812,CWE-416
CVE-2015-8816,CWE-476
CVE-2015-8830,CWE-190
CVE-2015-8839,CWE-362
CVE-2015-8844,CWE-20
CVE-2015-8845,CWE-284
CVE-2015-8944,CWE-200
CVE-2015-8950,CWE-200
CVE-2015-8952,CWE-19
CVE-2015-8953,CWE-399
CVE-2015-8955,CWE-264
CVE-2015-8956,CWE-476
CVE-2015-8961,CWE-416
CVE-2015-8962,CWE-415
CVE-2015-8963,CWE-416,CWE-362
CVE-2015-8964,CWE-200
CVE-2015-8966,CWE-264
CVE-2015-8967,CWE-264
CVE-2015-8970,CWE-476
CVE-2015-9004,CWE-264
