CVE-2011-0006,CWE-264
CVE-2011-0463,CWE-20
CVE-2011-0521,CWE-189
CVE-2011-0640,CWE-16
CVE-2011-0695,CWE-362
CVE-2011-0709,CWE-476
CVE-2011-0710,CWE-200
CVE-2011-0711,CWE-200
CVE-2011-0712,CWE-119
CVE-2011-0714,CWE-399
CVE-2011-0716,CWE-399
CVE-2011-0726,CWE-20
CVE-2011-0999,CWE-399
CVE-2011-1010,CWE-119
CVE-2011-1012,CWE-20
CVE-2011-1013,CWE-189
CVE-2011-1016,CWE-20
CVE-2011-1017,CWE-119
CVE-2011-1019,CWE-264
CVE-2011-1020,CWE-264
CVE-2011-1021,CWE-264
CVE-2011-1023,"$The Reliable Datagram Sockets (RDS) subsystem in the Linux kernel before 2.6.38 does not properly handle congestion map updates, which allows local users to cause a denial of service (BUG_ON and system crash) via vectors involving (1) a loopback (aka loop) transmit operation or (2) an InfiniBand (aka ib) transmit operation.$"
CVE-2011-1044,CWE-119
CVE-2011-1076,CWE-476
CVE-2011-1078,CWE-200
CVE-2011-1079,CWE-20
CVE-2011-1080,CWE-20
CVE-2011-1082,CWE-399
CVE-2011-1083,CWE-399
CVE-2011-1090,CWE-399
CVE-2011-1093,CWE-476
CVE-2011-1160,CWE-200
CVE-2011-1162,CWE-200
CVE-2011-1163,CWE-20
CVE-2011-1169,CWE-20
CVE-2011-1170,CWE-200
CVE-2011-1171,CWE-200
CVE-2011-1172,CWE-200
CVE-2011-1173,CWE-200
CVE-2011-1180,CWE-119
CVE-2011-1182,NVD-CWE-noinfo
CVE-2011-1476,CWE-189
CVE-2011-1477,CWE-119,CWE-264
CVE-2011-1478,CWE-476
CVE-2011-1479,CWE-399
CVE-2011-1493,"$Array index error in the rose_parse_national function in net/rose/rose_subr.c in the Linux kernel before 2.6.39 allows remote attackers to cause a denial of service (heap memory corruption) or possibly have unspecified other impact by composing FAC_NATIONAL_DIGIS data that specifies a large number of digipeaters, and then sending this data to a ROSE socket.$"
CVE-2011-1494,CWE-189
CVE-2011-1495,CWE-20
CVE-2011-1573,NVD-CWE-noinfo
CVE-2011-1576,CWE-119
CVE-2011-1577,CWE-119
CVE-2011-1581,CWE-20
CVE-2011-1585,CWE-264
CVE-2011-1593,CWE-189
CVE-2011-1598,CWE-20
CVE-2011-1745,CWE-189
CVE-2011-1746,CWE-189
CVE-2011-1747,CWE-399
CVE-2011-1748,CWE-20
CVE-2011-1759,CWE-189
CVE-2011-1767,"$net/ipv4/ip_gre.c in the Linux kernel before 2.6.34, when ip_gre is configured as a module, allows remote attackers to cause a denial of service (OOPS) by sending a packet during module loading.$"
