CVE-2014-0038,CWE-20
CVE-2014-0049,CWE-119
CVE-2014-0069,CWE-119
CVE-2014-0077,CWE-20
CVE-2014-0100,CWE-362
CVE-2014-0101,CWE-20
CVE-2014-0102,CWE-310
CVE-2014-0131,CWE-399
CVE-2014-0155,CWE-20
CVE-2014-0181,CWE-264
CVE-2014-0196,CWE-362
CVE-2014-0203,CWE-20
CVE-2014-0205,CWE-119
CVE-2014-0206,CWE-129
CVE-2014-1438,CWE-264
CVE-2014-1444,CWE-399
CVE-2014-1445,CWE-399
CVE-2014-1446,CWE-399
CVE-2014-1690,CWE-119
CVE-2014-1737,CWE-264
CVE-2014-1738,CWE-264
CVE-2014-1739,CWE-200
CVE-2014-1874,CWE-20
CVE-2014-2038,CWE-20
CVE-2014-2039,CWE-20
CVE-2014-2309,CWE-189
CVE-2014-2523,CWE-20
CVE-2014-2568,CWE-399
CVE-2014-2608,NVD-CWE-noinfo
CVE-2014-2648,NVD-CWE-noinfo
CVE-2014-2672,CWE-362
CVE-2014-2673,CWE-20
CVE-2014-2678,$The rds_iw_laddr_check function in net/rds/iw.c in the Linux kernel through 3.14 allows local users to cause a denial of service (NULL pointer dereference and system crash) or possibly have unspecified other impact via a bind system call for an RDS socket on a system that lacks RDS transports.$
CVE-2014-2706,CWE-362
CVE-2014-2739,CWE-20
CVE-2014-2851,CWE-189
CVE-2014-2889,CWE-189
CVE-2014-3122,CWE-264
CVE-2014-3144,CWE-189
CVE-2014-3145,CWE-189
CVE-2014-3153,CWE-264
CVE-2014-3181,CWE-119
CVE-2014-3182,CWE-119
CVE-2014-3183,CWE-119
CVE-2014-3184,CWE-119
CVE-2014-3185,CWE-119
CVE-2014-3186,CWE-119
CVE-2014-3534,CWE-264
CVE-2014-3535,CWE-119
CVE-2014-3601,CWE-189
CVE-2014-3610,CWE-264
CVE-2014-3611,CWE-362
CVE-2014-3631,CWE-476
CVE-2014-3645,CWE-20
CVE-2014-3646,CWE-264
CVE-2014-3647,CWE-264
CVE-2014-3673,CWE-399
CVE-2014-3687,CWE-399
CVE-2014-3688,CWE-399
CVE-2014-3690,CWE-399
CVE-2014-3917,CWE-200
CVE-2014-3940,CWE-362
CVE-2014-3985,CWE-119
CVE-2014-4014,CWE-264
CVE-2014-4027,CWE-264
CVE-2014-4157,CWE-264
CVE-2014-4171,"$mm/shmem.c in the Linux kernel through 3.15.1 does not properly implement the interaction between range notification and hole punching, which allows local users to cause a denial of service (i_mutex hold) by using the mmap system call to access a hole, as demonstrated by interfering with intended shmem activity by blocking completion of (1) an MADV_REMOVE madvise call or (2) an FALLOC_FL_PUNCH_HOLE fallocate call.$"
CVE-2014-4322,CWE-119
CVE-2014-4323,CWE-264
CVE-2014-4508,CWE-189
CVE-2014-4608,CWE-119
CVE-2014-4611,CWE-20
CVE-2014-4652,CWE-362
CVE-2014-4653,CWE-416
CVE-2014-4654,CWE-416
CVE-2014-4655,CWE-189
CVE-2014-4656,CWE-189
CVE-2014-4667,CWE-20
CVE-2014-4699,CWE-362
CVE-2014-4943,CWE-264
CVE-2014-5045,CWE-59
CVE-2014-5077,CWE-476
CVE-2014-5206,CWE-264
CVE-2014-5207,CWE-264
CVE-2014-5332,CWE-362
CVE-2014-5471,CWE-399
CVE-2014-5472,CWE-20
CVE-2014-6184,CWE-119
CVE-2014-6410,CWE-399
CVE-2014-6416,CWE-119
CVE-2014-6417,CWE-399
CVE-2014-6418,CWE-399
CVE-2014-7145,CWE-399
CVE-2014-7207,CWE-476
CVE-2014-7283,CWE-399
CVE-2014-7284,CWE-200
CVE-2014-7822,CWE-264
CVE-2014-7825,CWE-119
CVE-2014-7826,CWE-264
CVE-2014-7841,CWE-399
CVE-2014-7842,CWE-362
CVE-2014-7843,CWE-17
CVE-2014-7970,CWE-399
CVE-2014-7975,CWE-264
CVE-2014-8086,CWE-362
CVE-2014-8133,CWE-264
CVE-2014-8134,CWE-264
CVE-2014-8159,CWE-264
CVE-2014-8160,CWE-254
CVE-2014-8171,CWE-399
CVE-2014-8172,CWE-17
CVE-2014-8173,CWE-476
CVE-2014-8369,CWE-189
CVE-2014-8480,CWE-399
CVE-2014-8481,CWE-399
CVE-2014-8559,CWE-399
CVE-2014-8709,CWE-200
CVE-2014-8884,CWE-119
CVE-2014-8989,CWE-264
CVE-2014-9090,CWE-17
CVE-2014-9322,CWE-264
CVE-2014-9410,CWE-20
CVE-2014-9419,CWE-200
CVE-2014-9420,CWE-399
CVE-2014-9428,CWE-399
CVE-2014-9529,CWE-362
CVE-2014-9584,CWE-20
CVE-2014-9585,CWE-264
CVE-2014-9644,CWE-264
CVE-2014-9683,CWE-189
CVE-2014-9710,CWE-362
CVE-2014-9715,CWE-476
CVE-2014-9717,CWE-284
CVE-2014-9728,CWE-119
CVE-2014-9729,NVD-CWE-noinfo
CVE-2014-9730,NVD-CWE-noinfo
CVE-2014-9731,CWE-17
CVE-2014-9803,CWE-19
CVE-2014-9870,CWE-264
CVE-2014-9888,CWE-264
CVE-2014-9892,CWE-200
CVE-2014-9895,CWE-200
CVE-2014-9900,CWE-200
CVE-2014-9903,CWE-200
CVE-2014-9904,CWE-190
CVE-2014-9914,CWE-416,CWE-362
CVE-2014-9922,CWE-264
CVE-2014-9940,CWE-416
